"","Property ID","Host ID","Listing Title","Property Type","Listing Type","Created Date","Last Scraped Date","Country","State","City","Zipcode","Neighborhood","Metropolitan Statistical Area","Average Daily Rate","Annual Revenue LTM","Occupancy Rate LTM","Number of Bookings LTM","Number of Reviews","Overall Rating","Bedrooms","Bathrooms","Max Guests","Calendar Last Updated","Response Rate","Response Time (min)","Superhost","Cancellation Policy","Security Deposit","Cleaning Fee","Extra People Fee","Published Nightly Rate","Published Monthly Rate","Published Weekly Rate","Check-in Time","Checkout Time","Minimum Stay","Count Reservation Days LTM","Count Available Days LTM","Count Blocked Days LTM","Number of Photos","Business Ready","Instantbook Enabled","Listing URL","Listing Main Image URL","Latitude","Longitude","price_norm","photo_room_ratio"
"46454",9954778,51155322,"NYC East Village Gem","Apartment","Entire home/apt",2015-12-11,2016-02-05,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",185.98,11345,0.433,10,2,5,2,1.5,3,2016-01-25,NA,NA,NA,"Strict",200,65,NA,165,4620,1155,"3:00 PM","11:00 AM",1,61,84,160,14,"False","No","https://www.airbnb.com/rooms/9954778","https://a2.muscache.com/im/pictures/66303983-bbbb-43b0-8b4f-38ce860203a1.jpg",40.7285626400952,-73.9845853518105,-91.8371482730276,4
"46458",9779357,28901325,"East Village Duplex with Yard","Apartment","Entire home/apt",2015-12-01,2016-03-19,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",170.64,13310,0.494,13,3,5,1,2,4,2016-02-12,NA,NA,NA,"Flexible",NA,100,NA,125,6000,875,NA,NA,7,78,96,131,13,"True","No","https://www.airbnb.com/rooms/9779357","https://a2.muscache.com/im/pictures/d20f8eee-6e33-4b02-b37b-ed8cb203155b.jpg",40.7290541634596,-73.9816047959286,-63.3206029194869,4.33333333333333
"46459",9772601,33359897,"Clean, neat, East Village Studio","Apartment","Entire home/apt",2015-12-01,2016-03-26,"United States","New York","New York",10009,"Stuyvesant Town","New York-Newark-Jersey City, NY-NJ-PA Metro Area",165,330,0.034,1,0,NA,0,1,3,2015-12-08,NA,NA,NA,"Flexible",NA,NA,45,195,5460,1365,NA,NA,1,2,299,4,4,"True","No","https://www.airbnb.com/rooms/9772601","https://a2.muscache.com/im/pictures/753733ce-69e4-4205-81ac-5ba53e3a1029.jpg",40.7316029916835,-73.9820266721896,99.0364005906146,4
"46463",9793440,49965757,"Parkside East Village Foodie Haven!","Apartment","Entire home/apt",2015-12-02,2016-02-22,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",259,259,0.034,1,1,5,2,1,4,2016-01-26,NA,NA,NA,"Flexible",NA,60,NA,199,5572,1393,NA,NA,1,1,275,29,6,"False","No","https://www.airbnb.com/rooms/9793440","https://a2.muscache.com/im/pictures/ad65d1b0-1375-4577-8122-cc8152fca48b.jpg",40.7269133423461,-73.9834030193652,41.763864031079,2
"46471",7868416,24337203,"East Village Delight","Apartment","Entire home/apt",2015-08-11,2015-12-22,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",250,250,0.032,1,0,NA,1,1,3,2015-12-03,NA,NA,"False","Flexible",300,NA,NA,250,7000,1500,NA,NA,1,1,182,0,17,"False","No","https://www.airbnb.com/rooms/7868416","https://a2.muscache.com/ac/pictures/105876369/31baf669_original.jpg",40.7288950866429,-73.9810529737474,82.4683237999715,8.5
"46498",13155015,73423203,"Spacious loft; prefer weekly or monthly booking","Apartment","Entire home/apt",2016-05-22,2016-05-28,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",140,840,0.333,1,0,NA,1,1,3,2016-05-24,NA,NA,NA,"Flexible",NA,NA,NA,140,3920,980,NA,NA,5,6,13,134,8,"True","No","https://www.airbnb.com/rooms/13155015","https://a2.muscache.com/im/pictures/755d3bbe-0746-4f0b-8203-af96183458df.jpg",40.7288877859687,-73.983223505054,-22.095996381871,4
"46538",12517179,28252015,"Beautiful East Village Apartment","Apartment","Private room",2016-04-17,2016-05-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",73.24,1245,0.436,3,0,NA,1,1,1,2016-04-26,NA,NA,NA,"Strict",NA,5,NA,60,1680,420,"4:00 PM","10:00 AM",1,17,23,143,8,"True","No","https://www.airbnb.com/rooms/12517179","https://a2.muscache.com/im/pictures/e1ce6810-34cf-4079-88fb-6d1ada4e1a4d.jpg",40.7238706340653,-73.9828603795147,-104.601440292536,4
"46578",9820068,50582897,"East Village For a Night","Apartment","Shared room",2015-12-03,2016-02-22,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",74.59,3655,0.312,9,3,4.5,1,1,2,2016-02-21,NA,NA,NA,"Flexible",100,NA,50,80,2240,560,NA,NA,1,49,200,56,7,"False","No","https://www.airbnb.com/rooms/9820068","https://a2.muscache.com/im/pictures/2d0cb7bb-c376-4137-9358-ebabbb01d599.jpg",40.7259942928351,-73.976366400595,-76.7539214279678,3.5
"46580",9735741,1525279,"Master Bdrm w/ views in Stuytown","Apartment","Private room",2015-11-29,2015-12-22,"United States","New York","New York",10009,"Stuyvesant Town","New York-Newark-Jersey City, NY-NJ-PA Metro Area",122.5,245,0.067,1,0,NA,1,1,2,2015-12-10,NA,NA,"False","Flexible",NA,25,NA,95,2660,665,NA,NA,1,2,29,152,10,"False","No","https://www.airbnb.com/rooms/9735741","https://a2.muscache.com/ac/pictures/990f1b73-99a8-4d8d-b675-79793a1ca35d.jpg",40.7316484311903,-73.9753256414289,-11.5539428140838,5
"46582",12601901,28252015,"Beautiful East Village Apartment","Apartment","Entire home/apt",2016-04-21,2016-04-29,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",155.41,4973,1,5,0,NA,1,1,2,2016-04-27,NA,NA,NA,"Strict",NA,10,NA,155,4340,1085,"11:00 AM",NA,2,32,0,151,8,"True","No","https://www.airbnb.com/rooms/12601901","https://a2.muscache.com/im/pictures/b7df564c-5d4d-46e3-968d-8d4c0d17ecb0.jpg",40.722731612916,-73.9828552790555,-22.4314402925365,4
"46595",9940475,23347320,"Beautiful Place In East Village","Apartment","Entire home/apt",2015-12-11,2016-03-10,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",220,1320,0.4,1,1,4,2,1,5,2015-12-15,NA,NA,NA,"Flexible",NA,NA,NA,220,6160,1540,NA,NA,4,6,9,290,1,"False","Yes","https://www.airbnb.com/rooms/9940475","https://a2.muscache.com/im/pictures/d44a8e50-fc60-4b79-87ea-8b19cfca2254.jpg",40.7298235868704,-73.9796160297437,10.8577414171092,0.333333333333333
"46597",4725034,17792462,"Serene, sunny and central","Apartment","Entire home/apt",2014-11-13,2016-04-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",235.85,13915,0.584,5,1,5,1,1,5,2016-03-16,NA,NA,"False","Flexible",250,100,NA,225,1200,3500,NA,NA,3,59,103,143,7,"False","No","https://www.airbnb.com/rooms/4725034","https://a2.muscache.com/im/pictures/1f8fca1f-32a8-4486-b382-c6975c56c974.jpg",40.7278539653743,-73.9765325825187,84.5060785720322,3.5
"46666",12327180,66520925,"Nice room in downtown, NYC","Apartment","Private room",2016-04-08,2016-06-22,"United States","New York","New York",10009,"Stuyvesant Town","New York-Newark-Jersey City, NY-NJ-PA Metro Area",50.82,5082,0.893,5,2,NA,1,1,2,2016-04-28,NA,NA,NA,"Strict",NA,NA,NA,58,1624,406,NA,NA,15,100,22,61,5,"True","No","https://www.airbnb.com/rooms/12327180","https://a2.muscache.com/im/pictures/e57299fc-c1ac-4be3-a10f-340cb63de888.jpg",40.7311238593068,-73.9819512068883,-100.018808815416,2.5
"46692",11338848,37046945,"Clean room in East Vill apt","Apartment","Private room",2016-02-16,2016-03-14,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",48,96,0.4,2,1,4,1,1,1,2016-02-22,100,85.93,"False","Flexible",NA,NA,NA,48,1344,336,NA,NA,1,2,9,232,7,"True","No","https://www.airbnb.com/rooms/11338848","https://a2.muscache.com/im/pictures/15dbc89b-4344-4cd4-999a-908a1e50500e.jpg",40.729444481502,-73.9815567958576,-112.477220904665,3.5
"46714",9108865,21821922,"Downtown One Bedroom Available Now!","Apartment","Entire home/apt",2015-10-25,2015-11-09,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",459,2295,0.081,1,1,NA,1,1,6,2015-11-08,NA,NA,"False","Flexible",100,100,NA,175,4900,1225,"3:00 PM","12:00 PM (noon)",2,5,167,10,16,"False","Yes","https://www.airbnb.com/rooms/9108865","https://a2.muscache.com/im/pictures/ea53b660-5624-47c6-99bb-403c9226bcc4.jpg",40.723776914203,-73.9879351146857,293.087099277178,8
"46744",9969936,42783532,"Alphabet  City park side apartment","Apartment","Private room",2015-12-12,2016-08-28,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",460,20240,0.494,5,0,NA,1,1.5,2,2016-04-29,100,995.17,"False","Flexible",NA,NA,NA,460,12880,3220,"11AM - 6PM","3PM",3,44,168,93,7,"True","No","https://www.airbnb.com/rooms/9969936","https://a2.muscache.com/im/pictures/d6b880e7-f0ef-4132-971d-f77bb0b10af6.jpg",40.724827527112,-73.9823070249379,267.637414519543,2.8
"46750",9973924,38966769,"open light-filled 1br in 100y/o bdg","Apartment","Entire home/apt",2015-12-13,2016-05-20,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",171.04,14196,0.525,17,6,4,2,1,4,2016-04-09,NA,NA,NA,"Flexible",NA,NA,NA,180,5040,1260,NA,NA,1,83,93,129,6,"True","No","https://www.airbnb.com/rooms/9973924","https://a2.muscache.com/im/pictures/e822b8eb-2f36-4d70-9985-fcf3aff86741.jpg",40.724535957184,-73.9872703215053,-55.329435445618,2
"46800",12705169,27643068,"Charming East Village Space","Apartment","Private room",2016-04-26,2016-04-28,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",90,630,0.115,1,0,NA,1,1,2,2016-04-27,NA,NA,NA,"Flexible",NA,NA,NA,98,2744,686,NA,NA,7,7,161,15,4,"True","No","https://www.airbnb.com/rooms/12705169","https://a2.muscache.com/im/pictures/d768d5fb-63df-45a9-a069-4157a1f64d0d.jpg",40.7298821267181,-73.9815933418219,-65.6208944730468,2
"46846",12725283,69190894,"Bright, sunny room in big NYC apt!!","Apartment","Private room",2016-04-27,2016-05-28,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",110,880,0.571,2,0,NA,1,1.5,1,2016-05-07,NA,NA,NA,"Flexible",NA,NA,NA,110,3080,770,NA,NA,1,8,149,26,7,"True","No","https://www.airbnb.com/rooms/12725283","https://a2.muscache.com/im/pictures/f35d16e9-4960-41f7-a831-5bae74d8e0b2.jpg",40.7275747160071,-73.9767983078168,-82.3625854804578,2.8
"47016",9231455,10440439,"Sunny Private Room in East Village","Apartment","Private room",2015-11-01,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",69.29,970,0.378,6,6,4.5,1,1,2,2016-10-05,NA,NA,"False","Flexible",NA,NA,NA,50,1400,350,NA,NA,1,14,23,298,6,"False","No","https://www.airbnb.com/rooms/9231455","https://a2.muscache.com/im/pictures/85fd6af6-a406-41d9-9652-2650ae723016.jpg",40.7228819871791,-73.9868803564136,-80.4351459507617,3
"47035",9998781,12646888,"Cozy Room in East Village","Apartment","Private room",2015-12-14,2016-01-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",95.62,765,0.186,3,0,NA,1,1,1,2015-12-23,NA,NA,"False","Flexible",NA,15,NA,80,2240,560,NA,NA,1,8,35,170,4,"False","No","https://www.airbnb.com/rooms/9998781","https://a2.muscache.com/ac/pictures/5d9131f9-36f5-4066-9e77-49831bd790dd.jpg",40.7236741495703,-73.9771663889298,-50.8675949963498,2
"47041",11844151,38477816,"Great Crash Pad Studio","Apartment","Entire home/apt",2016-03-13,2016-05-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",170.08,12756,0.521,23,6,2.5,0,1,4,2016-04-28,96,43.38,"False","Strict",99,75,NA,166,4648,1162,"3:00 PM - 2:00 AM (next day)","12:00 PM (noon)",1,75,130,9,17,"True","Yes","https://www.airbnb.com/rooms/11844151","https://a2.muscache.com/im/pictures/47b8fb7c-6d4a-4e77-84de-39539886bc53.jpg",40.7309907914203,-73.9826053538572,45.1805704307682,17
"47054",9977470,49433781,"Great Apartment in the East Village","Apartment","Entire home/apt",2015-12-13,2016-06-04,"United States","New York","New York",10009,"Stuyvesant Town","New York-Newark-Jersey City, NY-NJ-PA Metro Area",90,6030,0.453,8,1,NA,1,1,4,2016-06-04,NA,NA,NA,"Flexible",NA,NA,NA,90,2520,630,NA,NA,1,67,202,36,7,"True","No","https://www.airbnb.com/rooms/9977470","https://a2.muscache.com/im/pictures/c108bfe1-d2ef-44a8-adc1-3408e35dce7d.jpg",40.7325060438956,-73.9813015514782,-48.3309158591628,3.5
"47073",968170,3761035,"Apartment in East village, fits 4","Apartment","Entire home/apt",2013-03-01,2016-07-19,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",195.4,2931,0.099,4,14,3.8,2,1,4,2016-07-16,20,1440,NA,"Strict",NA,19,NA,199,4999,1393,NA,NA,1,15,313,38,13,"False","No","https://www.airbnb.com/rooms/968170","https://a2.muscache.com/im/pictures/14447658/1a8cd112_original.jpg",40.7280078526662,-73.9784321817594,-48.9130082200287,4.33333333333333
"47077",13398257,35134263,"East Village Room Available for July","Apartment","Private room",2016-06-06,2016-06-10,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",59.17,1420,0.4,4,0,NA,1,1,1,2016-06-07,NA,NA,NA,"Flexible",100,25,NA,55,1540,385,NA,NA,4,24,74,24,4,"True","No","https://www.airbnb.com/rooms/13398257","https://a2.muscache.com/im/pictures/77dd3620-153b-4e42-acbf-d36929e0f8d9.jpg",40.7218160339232,-73.9826494264389,-96.4508944730469,2
"47106",9758964,1598283,"City comfort, great location","Apartment","Entire home/apt",2015-12-01,2016-02-22,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",177.69,9240,0.366,11,5,4.7,0,1,2,2016-02-16,83,259.45,"False","Strict",NA,NA,NA,160,4480,1120,NA,NA,2,52,243,10,3,"False","No","https://www.airbnb.com/rooms/9758964","https://a2.muscache.com/im/pictures/e2284ea2-5eb6-4e9a-b2e7-5d98ba9e836e.jpg",40.7282765227208,-73.9834711941444,84.5867265883499,3
"47115",9990659,273035,"Spacious, sunny East Village studio","Apartment","Entire home/apt",2015-12-13,2015-12-22,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",116,348,0.136,1,1,NA,0,1,2,2015-12-17,NA,NA,NA,"Flexible",NA,NA,NA,116,3248,812,NA,NA,3,3,19,161,5,"False","Yes","https://www.airbnb.com/rooms/9990659","https://a2.muscache.com/ac/pictures/f9e23ca9-3307-4800-b3fa-902cc1134d76.jpg",40.7242370670303,-73.9843181080088,35.4046195446034,5
"47117",10012338,51418119,"Sunny Studio with Courtyard","Apartment","Entire home/apt",2015-12-15,2016-01-19,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",131.39,6701,0.429,7,1,5,0,1,3,2016-01-18,96,26.72,NA,"Strict",150,65,12,125,2550,875,"3:00 PM","11:00 AM",1,51,251,3,11,"False","No","https://www.airbnb.com/rooms/10012338","https://a2.muscache.com/ac/pictures/84a050a5-d8ec-41d7-b8b8-b7a450b5cb77.jpg",40.7291710126202,-73.9838850330101,25.3365227707016,11
"47140",2739215,14015839,"E 12th St btwn 1st &amp; A","Apartment","Private room",2014-04-06,2015-12-28,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",135,6480,0.774,2,11,4.9,1,1,1,2015-12-07,NA,NA,NA,"Flexible",NA,NA,NA,135,2400,550,NA,NA,1,48,165,0,6,"False","No","https://www.airbnb.com/rooms/2739215","https://a1.muscache.com/ac/pictures/63529222/a2c979e0_original.jpg",40.7310583475996,-73.9819062153108,-14.7251459507618,3
"47172",9568695,49537898,"Sunny East Village Studio","Apartment","Entire home/apt",2015-11-19,2015-12-28,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",141.05,2680,0.311,5,2,4,0,1,4,2015-12-08,NA,NA,NA,"Flexible",NA,NA,NA,120,3360,840,NA,NA,1,19,191,3,9,"False","No","https://www.airbnb.com/rooms/9568695","https://a2.muscache.com/ac/pictures/6ffba93d-79f2-4cae-be78-fe3eab5e38d4.jpg",40.7256179625488,-73.9846207927545,53.9795176357791,9
"47247",1474928,7567657,"Two bedroom apt in East Village NYC","Apartment","Entire home/apt",2013-08-01,2015-09-17,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",261.43,523,0.065,0,0,NA,2,1,4,2015-09-17,NA,NA,NA,"Flexible",600,80,NA,250,4452,1500,NA,NA,1,2,150,0,5,"False","No","https://www.airbnb.com/rooms/1474928","https://a1.muscache.com/im/pictures/107370246/389818c8_original.jpg",40.7267639478445,-73.9839397626814,45.812639508285,1.66666666666667
"47253",9608740,NA,"Spacious Room For The Holidays!","Apartment","Private room",2015-11-21,2015-12-01,"United States","New York","New York",10009,"Stuyvesant Town","New York-Newark-Jersey City, NY-NJ-PA Metro Area",57.84,1099,0.302,3,1,NA,1,1,1,2015-11-29,NA,NA,NA,"Flexible",NA,NA,NA,55,1540,385,NA,NA,1,19,44,150,6,"False","No","https://www.airbnb.com/rooms/9608740","https://a2.muscache.com/im/pictures/17db0f0d-a794-428b-adb7-e4e364496751.jpg",40.7298562497094,-73.9774113325301,-69.7388409052597,3
"47289",936321,5053655,"Clean Comfortable East Village Room","Apartment","Private room",2013-02-11,2016-01-05,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",101,505,0.081,2,0,NA,1,1,1,2016-01-04,NA,NA,NA,"Moderate",NA,40,NA,85,2100,595,NA,NA,3,5,177,0,8,"False","No","https://www.airbnb.com/rooms/936321","https://a2.muscache.com/ac/pictures/99c3627d-700b-4f00-a93c-7f11212628af.jpg",40.7245752933966,-73.9772896008337,-59.932378827971,4
"47303",13409670,3164782,"Hip Studio in East Village","Apartment","Entire home/apt",2016-06-07,2016-09-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",180.04,9002,0.943,6,2,5,0,1,2,2016-08-21,100,86.94,"False","Flexible",NA,12,NA,100,2800,700,"12PM (noon) - 2PM","12PM (noon)",2,50,3,69,7,"False","Yes","https://www.airbnb.com/rooms/13409670","https://a2.muscache.com/im/pictures/242d6b8c-5015-4e3f-abd1-8ed91c40596e.jpg",40.7286727738565,-73.9800296099437,96.2070685901912,7
"47343",10957871,56836468,"East Village Apartment w/ NYC Charm","Apartment","Private room",2016-01-29,2016-02-05,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",71.25,285,0.5,1,0,NA,1,1,2,2016-02-04,NA,NA,NA,"Flexible",NA,25,NA,65,1820,455,NA,NA,1,4,56,214,5,"False","No","https://www.airbnb.com/rooms/10957871","https://a2.muscache.com/im/pictures/cdffbfc3-a16a-42df-96eb-39ac82a0e20f.jpg",40.7266343246484,-73.9785220457784,-76.8563704735557,2.5
"47345",4669317,22011028,"Modern Bright &amp; Pristine 1Bdr GEM!","Apartment","Entire home/apt",2014-11-05,2016-02-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",193.23,5990,1,1,0,NA,1,1,2,2016-01-04,NA,NA,NA,"Strict",NA,100,NA,190,5220,1689,"3:00 PM","11:00 AM",2,31,84,220,13,"False","Yes","https://www.airbnb.com/rooms/4669317","https://a2.muscache.com/im/pictures/58630022/67290425_original.jpg",40.7279146386075,-73.9780342044047,16.4279817981303,6.5
"47349",9954395,51154121,"5-Star Luxury Studio In Chelsea","Apartment","Entire home/apt",2015-12-11,2016-02-22,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",250,250,0.333,1,0,NA,0,1,2,2016-02-10,NA,NA,NA,"Flexible",NA,NA,NA,100,2800,700,NA,NA,3,1,30,274,10,"False","No","https://www.airbnb.com/rooms/9954395","https://a2.muscache.com/im/pictures/e3501eea-def0-44b2-a988-5ed63d1c30fd.jpg",40.7244413053323,-73.9855135956362,161.310742158573,10
"47356",422846,2097144,"1BR E Village w/ 400 sq ft terrace","Apartment","Entire home/apt",2012-04-08,2016-02-16,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",143,715,0.085,2,0,NA,1,1,5,2016-02-09,NA,NA,"False","Strict",NA,20,50,100,3500,1000,NA,NA,2,5,54,215,10,"False","No","https://www.airbnb.com/rooms/422846","https://a2.muscache.com/im/pictures/17226649/94789860_original.jpg",40.7308983282474,-73.9816914213103,-28.9456917702516,5
"47382",8671003,37459618,"!!East Village!!Master Bedroom","Apartment","Private room",2015-10-01,2015-11-24,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",233.33,4900,0.382,2,5,4,1,1,3,2015-11-20,54,1080.33,"False","Strict",NA,NA,50,125,4000,1200,NA,NA,1,21,186,6,6,"False","No","https://www.airbnb.com/rooms/8671003","https://a1.muscache.com/im/pictures/110190063/d8343310_original.jpg",40.7289975234208,-73.9796846452236,67.8594101385728,3
"47410",9027287,132132,"ENTIRE PLACE QUIET&COMFY W/ BALCONY","Apartment","Entire home/apt",2015-10-20,2015-11-09,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",204,2448,0.387,1,0,NA,0,1,2,2015-10-23,100,289.27,"False","Strict",200,60,NA,199,3700,1393,"3:00 PM","1:00 PM",1,12,178,23,14,"False","No","https://www.airbnb.com/rooms/9027287","https://a2.muscache.com/im/pictures/9448becd-6f84-4f4c-8c62-e2c0c19a0582.jpg",40.7240830561178,-73.9831869755014,93.0901963390834,14
"47414",8684802,3033697,"Private Room in a Split 2 Bedroom","Apartment","Private room",2015-10-01,2015-11-24,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",110,770,0.189,1,0,NA,1,1,2,2015-11-11,NA,NA,"False","Flexible",NA,NA,NA,110,3080,770,NA,NA,1,7,166,40,1,"False","No","https://www.airbnb.com/rooms/8684802","https://a0.muscache.com/im/pictures/110185778/fd340bd0_original.jpg",40.7272375463451,-73.9827059556114,-31.6312685647316,0.5
"47434",112077,572466,"CLEAN & CENTRAL - Private Apt!!","Apartment","Entire home/apt",2011-05-07,2015-07-09,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",175.71,1230,1,1,27,4.5,1,1,2,2015-07-07,NA,NA,"False","Strict",NA,75,NA,165,4770,1250,"3:00 PM",NA,1,7,6,170,5,"False","No","https://www.airbnb.com/rooms/112077","https://a1.muscache.com/im/pictures/79258564/2add4248_original.jpg",40.7198147733273,-73.975493853282,11.8581856157787,2.5
"47437",13467890,77027993,"Studio Apartment in East Village","Apartment","Entire home/apt",2016-06-11,2016-09-21,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",128,8960,0.814,7,2,4.5,1,1,3,2016-08-16,89,407.24,NA,"Moderate",200,80,NA,200,3360,840,"Flexible",NA,6,70,30,22,13,"False","No","https://www.airbnb.com/rooms/13467890","https://a2.muscache.com/im/pictures/f5bd8efe-4f39-418c-b053-72ec34e5a25c.jpg",40.723398951401,-73.9833206301443,-41.0262562140013,6.5
